Country Name,Continent,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Greenland,North America,GRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,North America,GTM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,29399999.9,28600000,15900000,34799999.9,47399999.9,80000000,12500000,97500000,127200000,117000000,110700000,127100000,77100000,45000000,38000000,61800000,68800000,150200000,329900000,76200000,47700000,90700000,94100000,142500000,65200000,75200000,76900000,631400000,1346300000,924600000,-788600000,-936494410.4,-1016996774,19488617.6,321400000,540000000,635300000,859200000,731386670,499821250,1102460180,876760590,1399819890,1522143500,1407555280,1203355080,845786560,998344470,922397870,1170758860,1004371660,3626364530,1450072830,1583156540
Guam,Oceania,GUM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,South America,GUY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9000000,-2439999.9,2500000,8199999.9,1360000,800000,5009999.9,-1764705.883,4019999.9,588235.2943,588235.2943,-1777777.778,4433333.335,4733333.335,4489019.519,1810974.269,-9000000,4349999.9,2100000,-2060000,,354480,146610000,69540000,106690000,74420000,59000000,52000000,44000000,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,277910000,200558390,237750048.6,137700000,162654036.4,327343651.2,1180405596,1695179887,1294482521,2236503735,440109966.1,6900000
High income,Global categories,HIC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,9291565074,10891180620,12433621668,15603064874,18942269014,19632926468,15678161355,22205427922,27301974576,34559087071,45895788221,57346557475,54587815458,43860443592,50666564854,33470248642,72278220409,1.28E+11,1.48E+11,1.80E+11,2.67E+11,1.76E+11,1.63E+11,1.94E+11,2.23E+11,3.18E+11,3.10E+11,3.96E+11,6.45E+11,1.04E+12,1.43E+12,7.73E+11,6.04E+11,5.79E+11,8.32E+11,1.30E+12,1.83E+12,2.74E+12,1.92E+12,1.10E+12,1.26E+12,1.72E+12,1.43E+12,1.46E+12,1.39E+12,2.18E+12,2.21E+12,1.78E+12,5.57E+11,1.36E+12,8.68E+11,1.69E+12,1.30E+12,4.89E+11
"Hong Kong SAR, China",Asia,HKG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49822078,59483393.5,110442097,271274584.7,153444422.9,377359617.8,255361829.7,273737273,477382649.1,648065889.9,710201409.3,2062785582,1236856768,1144127082,1287739696,-267220620.9,1888313590,6249829234,4978949480,2041094981,2448000000,2825000000,8254000000,17713000000,21437000000,25000000000,26530876000,24406800000,13939361336,25355410569,70495739306,31291719645,6747855221,18567357065,22194238605,40963127271,44901793969,62121011424,67035187588,54275707074,82709142976,96135081265,74887135901,76857453418,1.30E+11,1.81E+11,1.33E+11,1.26E+11,97036255479,58299361095,1.17E+11,1.37E+11,1.22E+11,1.11E+11
Honduras,North America,HND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,8400000,7400000,3000000,6599999.9,-1150000,7000000,5250000,8900000,13150000,28200000,5800000,-3600000,13800000,21000000,20450000,27500000,30000000,38650000,48300000,51000000,43500000,52100000,47600000,26700000,34800000,50000000,90900000,121500000,99000000,237300000,349978000,309826700,287314900,390166272.9,592120092.9,601059572.2,717591908.2,966926354.3,1200798087,494497450.5,607376418.1,1042571021,1081346796,1069029263,1704790710,1316679827,1147030450,949955941.5,1442587576,955095298,236016866.2,800315953.2,758286498.8,1086111945
Heavily indebted poor countries (HIPC),Global categories,HPC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,306793998.9,143209999.6,259054984,380329998.9,377841910,513134920.6,541019849.5,421326634.5,695217442.3,694128839.6,789971792.5,754371998.3,483790872,188085491.4,203002617.8,578010393.1,-15811822.05,553089685.8,619129808.4,919883278.6,362293292.1,577279995.2,500744083.3,362956569,707648533.8,1256606465,1441393543,2893378517,1723382956,3777270152,3944242565,2785694030,4150703101,4385492227,4473808868,7150426772,10042999948,14591139993,18282218396,14914572162,22894683384,27463140820,31772332582,34360587836,29777594765,28929527504,24033326770,24613804319,22381344563,22486218002,18465591808,31568687794,26954486151,20738160923
Croatia,Europe,HRV,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144186480.2,114440874.4,108053139.7,492528182.7,596514805.2,1004077220,1454741834,1015069997,1036758146,980784304.8,1846434012,1314179917,1814728743,3346611893,4645807617,5249620116,3069599256,1545050408,1248979436,1465100045,953913354.2,3187739083,488655917.6,1574455104,1820430355,1645992914,3978656308,1471750500,5125181839,3927390914,3341914871
Haiti,North America,HTI,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2799999.9,3400000.001,4059985.039,6979999.995,7939993.416,2640000.001,7780000.002,8000000.002,10000000,12000000,13000000,8340000.002,7080000.001,8420000.002,4460000,4920000,4820000,4680000,10100000,9360000,-8000000,-1800000,-2200000,-2800000,,7400000,4100000,4000000,10760000,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,55470000,178000000,119000000,156000000,161918586.3,99000000,105680000,104900000,374860000,105000000,75000000,25000000,51299000,39413200,23647920
Hungary,Europe,HUN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,1462141210,1479165394,2349715111,1144083870,4804151332,3288936449,4164123320,3261654750,3384965975,2747712560,4058819561,3643428380,4157510420,4538099567,27489690204,18678720025,70631297039,74741370129,-2986078748,-20952692165,10563869737,10670096332,-3730081936,12880113630,-5469731522,69453473203,-12371761180,-64648352414,98265233190,1.67E+11,33487981474,-1987414897,-72234232901
IBRD only,Global categories,IBD,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2500289260,2720200628,1748615738,3634336189,4556999344,5346927976,4025331675,4092271769,5846646741,6803225509,8125768965,11655673791,10139062141,8709356810,8847409141,10322326248,9528583085,10334804752,17587091682,18997780421,19981824400,28280836057,40642894010,57047929024,79493504516,92374482549,1.19E+11,1.56E+11,1.55E+11,1.68E+11,1.56E+11,1.63E+11,1.45E+11,1.57E+11,2.22E+11,2.99E+11,3.96E+11,5.51E+11,6.27E+11,4.17E+11,6.16E+11,7.27E+11,6.74E+11,7.15E+11,6.51E+11,6.03E+11,5.43E+11,5.19E+11,5.99E+11,5.68E+11,5.33E+11,7.95E+11,5.91E+11,3.97E+11
IDA & IBRD total,Global categories,IBT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,3185749259,3228200628,2441930722,4576286187,5315430383,6386014546,5057396785,5087855049,6914468757,8072175319,8527448083,13331873315,11305460472,9615144465,9430034344,11752393359,10015078860,11812809813,19008898496,22275565390,21705508840,30425643150,43048540045,59986537469,83535429411,95866139754,1.23E+11,1.61E+11,1.58E+11,1.75E+11,1.62E+11,1.68E+11,1.53E+11,1.66E+11,2.32E+11,3.17E+11,4.22E+11,5.86E+11,6.70E+11,4.52E+11,6.56E+11,7.77E+11,7.24E+11,7.69E+11,7.00E+11,6.52E+11,5.89E+11,5.66E+11,6.39E+11,6.10E+11,5.67E+11,8.44E+11,6.34E+11,4.36E+11
IDA total,Global categories,IDA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,685459998.9,507999999.7,693314983.7,941949998.5,758431038.1,1039086571,1032065110,995583280.2,1067822016,1268949810,401679118.5,1676199524,1166398331,905787654.7,582625203,1430067111,486495775.5,1478005060,1421806814,3277784969,1723684440,2144807093,2405646035,2938608445,4041924895,3491657205,3889753223,5164837273,3288567156,6088465423,6461485111,4915937293,7399330604,8565581554,10345747465,17755265323,25476550079,35591292078,42649349357,35199699331,40656540046,49560749509,50219446571,53546249754,48524460724,49391842882,45291836575,46857107118,40352896260,42702540831,33528604457,48753401865,42321331107,38367297574
IDA blend,Global categories,IDB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,419709999.8,417170000,519449999.4,630009999.6,483442128.3,611147831.6,481040978.4,566456574,407570618.6,639576448.4,-236445794.5,1097002435,781479221.1,946915263.4,393474232.7,1145137433,376555408.6,1002043372,780718048.3,2139203901,1019785369,1254245805,1630170499,2116371307,2655628295,1910386318,1948062216,1547788637,1260762651,2125852932,2105069982,1861745729,3844337991,3682389471,4083370110,9122669606,12390122475,15858678148,17827695522,15056932609,12789661897,15591258966,12082868679,12730351760,13316973044,12857768422,10378562681,10048253682,6962183839,8435949920,5159311709,9646888605,7457208341,7897028145
Indonesia,Asia,IDN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,145380000,299069999.9,253520000,581000000,182120000,1292060000,747590000,235000000,417709999.9,226000000,180000000,133000000,225000000,292000000,222000000,310000000,258000000,385000000,576000000,682000000,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963,-4550355286,-2977391857,145085548.7,-596923827.8,1896082770,8336257208,4914201435,6928480000,9318453650,4877369178,15292009411,20564938227,21200778608,23281742362,25120732060,19779127977,4541713739,20510310832,18909826044,24993551748,19175077748,21213080330,24702029705,22085914486
IDA only,Global categories,IDX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,265749999.1,90829999.7,173864984.3,311939998.9,274988909.9,427938739,551024131.9,429126706.1,660251397.4,629373361.3,638124913,579197088.9,384919109.7,-41127608.74,189150970.2,284929677.5,109940366.9,475961688.4,641088765.6,1138581068,703899070.6,890561288.6,775475535.8,822237138,1386296600,1581270887,1941691007,3617048637,2027804505,3962612491,4356415128,3054191564,3554992613,4883192083,6262377355,8632595716,13086427603,19732613930,24821653835,20142766722,27866878149,33969490542,38136577892,40815897994,35207487681,36534074460,34913273895,36808853436,33390712421,34266590911,28369292748,39106513260,34864122766,30470269429
Isle of Man,Europe,IMN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,Asia,IND,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,45460000,47659999.9,17789999.9,37909999.9,56969999.9,-10326246.71,-7706430.543,-36060000,18090000,48570000,79159999.9,91920000,72079999.9,5639999.9,19239999.9,106090000,117730000,212319999.9,91250000,252099999.9,6000000,73537638.39,276512439,550370024.9,973271468.7,2143628110,2426057022,3577330042,2634651658,2168591054,3584217307,5128093562,5208967106,3681984671,5429250990,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130,44458571546,39966091359,42117450737,50610647354,64362364994,44727277563,49940258404,28078983530
Not classified,Global categories,INX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,Europe,IRL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,32000000,25000000,31000000,52000000,51200000,158169999.9,172680000,136240000,375259999.9,336680000,286449999.9,203449999.9,242009999.9,169650000,121360000,163660000,250293354.5,322476620.4,257438683.1,192759335.7,363884000,193144000,214387000,220008000,436715000,820864000,727967000,759806900,3904756670,6108922930,4628708310,4065288010,11025363510,5549448440,18068825940,47001243614,22070063905,59934755383,23287686336,53974309647,37748455284,23699352433,58090414123,72540330764,1.05E+11,2.26E+11,79795011378,71124020352,80581468517,31252184929,35288206770,77722796051,-35575910808,-1.40E+11
"Iran, Islamic Rep.",Asia,IRN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,28000000,65200000,91200000,561500000,323500000,494399999.9,-101590000,345690000,909059999.9,164349999.9,80909999.9,28219999.9,-136090000,-78519999.9,42689999.9,-38149999.9,-112440000,-307630000,60539999.9,-19420000,55996000,17972000,30686000,-132535000,2000000,17000000,26000000,53000000,24000000,35000000,39000000,50000000,15201000,-325706000,104573000,414564000,148445000,358571000,202152000,95569000,238956000,257628000,1356030000,189204000,3442000,119691000,104112330,75748440,74601110,84820630,78390060,81605350,100000000,86665140
Iraq,Asia,IRQ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,-910000,-180000,-90000,-6549999.9,-8830000,-44920000,1350000,4389999.9,300000,1610000,1530000,4120000,2419999.9,-234000,-2749000,-1159999.9,918000,-4291000,-3383000,390000,,,,,,,,,,,,,,,,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,-2335300000,-10176400000,-7574200000,-6255900000,-5032400000,-4885100000,-3075600000,-2859100000,-2637300000,-2088200000,-5363500000
Iceland,Europe,ISL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,4500000,19800000,2799999.9,-1500000,13199999.9,42399999.9,4500000,4200000,8100000,3100000,22300000,53000000,35800000,-23400000,13700000,23600000,8500000,2400000,-14800000,-27400000,-4803187.83,-18436099.08,8648079.003,-1174.965449,2394198.454,-9309003.234,83381484.12,148012830,154082592,66639312.89,155160734.1,163445772.3,91905493.06,335355205,755317000.4,3093680068,3876554983,6872169567,1203686965,63588140.75,256982201.7,1106958185,1024164328,472607545.8,766775539,1145767445,-1066286957,-6999892981,-622718386.3,-556463720.7,-878458464.6,465254287.7,1398126798,688474931.2
Israel,Asia,ISR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,49000000,57000000,114000000,149000000,84000000,45000000,47000000,81000000,39000000,11000000,51000000,114400000,21300000,78500000,89500000,112300000,143400000,224100000,267200000,160400000,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11988000000,16892500000,21514500000,17362500000,20968700000,18949900000,23031200000,15110600000
Italy,Europe,ITA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,624159999.4,549089964.6,673181132.5,673103003.1,595350461,644515567.9,109235548,1129034015,477670644.8,415373573,578156245,1124409633,615183541.1,1194907475,1313182672,1066817196,-153004673.1,4188118187,6789447589,2191462724,6440765876,2403349144,3118551015,3738910088,2208555823,4843882770,3548937154,3687266506,2640065101,6941768225,13172981900,14878086499,17239360005,19572886734,20100742902,36762073075,56995485107,65975535145,-9501579210,16607196345,9930501391,34465481830,34901033.01,19531411962,17032744039,13303439230,25656663795,8737024579,44249715319,35760550299,-17050399621,24902365871,62728326244,42019753074
Jamaica,North America,JAM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,162099999.9,175199999.9,97500000,73299999.9,30500000,61399999.9,-600000,-9700000,-26600000,-26400000,27700000,-11500000,-15800000,-18700000,12200000,-9000000,-4600000,53400000,-12000000,57100000,137900000,133200000,142400000,77900000,79000000,101800000,135700000,155700000,322100000,474700000,419600000,576500000,443800000,683500000,559365888,637901995.9,842342788.3,811902426.3,1376602630,485164640.1,185775630.6,172757165.4,413333448.1,544747561.8,582148741.6,924977863.7,927976719,888835228.5,774620603.1,665415555,265100553.6,320480000,318736000,376524958.4
Jordan,Asia,JOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,559999.382,2130438.418,6830353.699,25641693.89,-7530498.542,11230237.21,56431307.45,26371066.47,33830643.46,140813771.7,59432045.57,34864661.93,77487832.89,24948927.46,22754208.38,39498588.02,23731746.2,-1349805.313,37646775.31,-11887398.04,40722566.98,-33548530.15,2854731.793,13308089.21,15514809.59,360930888.6,310014104.4,157968970.4,913258110,273628171.3,238222874.7,546967559.9,936812411.8,1984485190,3544005642,2622144779,2826744496,2413098592,1688394366,1486056338,1548450704,1946597204,2178450704,1600281690,1552957746,2029718310,954929577.5,729718309.9,760281690.1,621830985.9,1251408451,842816901.4
Japan,Asia,JPN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,94000000,210000000,169000000,-42000000,202000000,226000000,113000000,21000000,8000000,239000000,278000000,189000000,439000000,416000000,-10000000,608713150.2,242107761.7,1177422254,-483800486.9,-1059696732,50774904690,31638296450,17304245530,13913020020,18120890730,22630332260,-38203596.34,2486935040,2512021924,14780510031,10688168326,4926033619,11557373874,8771535612,7527948175,5459618343,-2396909736,21631204436,24624845330,12226471579,7440979284,-850717035.1,546962692.2,10648441636,19752249424,5252218412,40954181469,18802251208,25289367858,39960544340,62584719398,35027163876,48004621741,19983856530
Kazakhstan,Asia,KAZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,964200000,1137000000,1321400000,1151400000,1587000000,1370521199,2816823050,2588491060,2483253230,5615262947,2546065710,7611168450,11972842989,16818890680,14275888207,7456117901,13760291529,13648134374,10011293285,7308112644,6577824050,17223789548,4757396811,353291554.6,3730856271,7205989084,4566615415,5077496659,5437312391
Kenya,Africa,KEN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,13800000,7400000,6299999.9,17260000,23420000,17158747.47,46371850.86,56545225.67,34414129.64,84009903.28,78973745.62,14147557.18,13000894.96,23738842.68,10753527.42,28845949.04,32725776.79,39381344.2,394430.6394,62189917.27,57081096.18,18830976.84,6363133.145,145655517.1,7432412.602,42289248.46,108672931.6,62096809.78,26548245.97,51953455.95,110904550.4,5302622.939,27618447.06,81738242.64,46063931.45,21211685.4,50674725.18,729044146,95585680.23,116257609,178064606.8,1450474757,1380173662,1118825000,820937598.4,619724465,469533310.7,1346085345,767761506.7,469940266.8,-5403752.29,419719612.9,791581760.1,728766608.6
Kyrgyz Republic,Asia,KGZ,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.961,5006732.877,4661963.545,45544627.8,175458810.1,42565248.3,182022902.5,207919477.6,376992152.1,189377400,472768300,685760800,260927500,612016900,343010700,1144054000,619220700,-107212800,144222600,403865100,-401518600,226205400,54849000,1500000
Cambodia,South America,KHM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,-280000,-10000,190000,1350000,270000,,,,,1000000,,,,,,,,,,,,33000000,54124000,68900000,150800000,293600000,203700000,115871733,102225822,118308566.3,146481995.1,130956363.9,81580650.56,131416229.3,379180190.6,483209382.7,867288538.6,815180218,928393617.3,1404315449,1538883425,1988102945,2068470774,1853471158,1822804151,2475915854,2788084322,3212633447,3663032999,3624644990,3483461606,3578831296,3958792379
Kiribati,Oceania,KIR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,0,0,0,0,-900888.7274,0,219289.8223,106285.2578,219160.0499,257049.6585,180294.6394,299752.548,427651.4161,406859.8231,-769774.7797,431365.1183,74130,78260,111330,94230,96780,115950,103440,108660,129710,147090,152730,568432.8669,1153044.69,-1267679.262,4995548.978,-6602470.868,-348737.5792,-2385943.82,838137.9532,2632144.437,-819824.3529,1806963.916,784797.2549,-1144364.717,-558280.5023,2624092.839,1031375.962,4270167.127,5110622.698
St. Kitts and Nevis,North America,KNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,,,,,1000000,900000,2200000,13500000,6000000,8000000,9203703.704,16648148.15,13133333.33,40800000,48785185.19,21448148.15,12529629.63,13759259.26,15348148.15,20470370.37,35174074.07,19670370.37,31925925.93,57737037.04,86171497.73,83560099.55,75728571.85,75511019.07,45998927.39,54183295.71,100518806.4,125639552.9,149760827.7,133668978.8,123013536.4,88510971.85,113741914.7,144187233,156658594.1,128276604.8,121415245.5,48026116.14,40051767.21,62459225.98,2838723.078,23931799.25,43325552.59,32164621.85
"Korea, Rep.",Asia,KOR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,66000000,42000000,496000000,4000000,2000000,6000000,81000000,94000000,89000000,172000000,47100000,155100000,120900000,184300000,223300000,355300000,682500000,838600000,1293100000,1389600000,1045600000,1455200000,1001600000,832300000,1136600000,2487100000,2782600000,3301100000,5989200000,10726300000,11509400000,6522300000,5475100000,7010000000,13294400000,13643200000,9161900000,8826900000,11187500000,9021900000,9497400000,9773000000,9495900000,12766600000,9273600000,4104100000,12104300000,17912900000,12182600000,9634300000,8764900000,22060400000,25044700000,15178400000
Kuwait,Asia,KWT,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,25989999.9,10000,10000,300000,120000,250000,-510000,1330000,760000,1280000,830000,1210000,-90000,40000,-6030000,7250000,-14529999.9,-6320000,16320000,3660000,-239200000,-186400000,-1210700000,652665830,1519181869,6701341.174,347351454.6,19779208.98,59063714.13,72269842.45,16299834.37,-111516284.5,3619441.977,-67111499.34,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113588047,1304627500,3259067552,2872588962,1433630444,485806657.8,284647623.8,292026510.2,113012065,-21377568.82,515617569.4,-558055522.6,-272335307.1,752255306,2114603345
Latin America & Caribbean (excluding high income),South America,LAC,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1257168009,1411218140,1098677064,2150802599,2208476763,2424593860,2798820475,2735922000,3407173000,4486990000,5382751033,7359690000,5697346667,4993000000,4124414444,5695321111,4316569187,4663813704,7729232963,6322370000,6843813087,9785517536,12754620335,11711437524,24126863511,25733893359,37490894499,52569982376,60163325613,75950637435,68263724133,62862856453,47027810745,37158267287,57718441119,64578343746,64737007443,1.07E+11,1.20E+11,76595177557,1.47E+11,1.70E+11,1.69E+11,1.75E+11,1.55E+11,1.45E+11,1.49E+11,1.48E+11,1.58E+11,1.36E+11,90608541772,1.21E+11,1.71E+11,1.55E+11
Lao PDR,Asia,LAO,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,100000,,-130000,890000,430000,240000,,640000,,,,,,,0,-1620000,0,0,2000000,4000000,6000000,6900000,7800000,29900000,59200000,95100000,159800000,91000000,45900000,78900000,33890000,23904284.13,4451297.031,19484000.8,16917263,27720000,187310641,323520000,227770000,318598209.1,278805903.1,300743507.1,617755394.5,681397257.1,867646121.7,1077759915,935296172.8,1693080811,1358019506,755524124.2,967706086.2,1071913716,726273736.5,1781176779
Lebanon,Asia,LBN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,-80000,760000,3950000,6339999.9,5040000,7490000,6099999.9,2230000,290000,-12160000,1659999.9,-670000,600000,5070000,6929999.9,10480000,1250000,-270000,1590000,-15974300,3962450,17202260,48408920,157748740,10803830,20746000,6252220,37838530,131734240,137924000,3879000,1335970000,2860020313,1898780570,2623502612,2674534372,3375980758,4333045470,4803602660,4279880835,3137050288,3111315000,2661087128,2862509427,2159289952,2568485071,2522409653,2658003845,1906392482,1606894722,599788270.8,526838753.9,655437382.1
Liberia,Africa,LBR,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,57140000,-33960000,20649999.9,74840000,57710000,180410000,83170000,170449999.9,144690000,41210000,71920000,287949999.9,749374.5299,1057307.167,779521.7807,-348846.7636,-355306.8888,829049.4073,290149999.9,656039999.9,5941000,366352000,58544000,50942000,91301000,-9703000,-24449000,495127000,-729354660,310603220,779896560,-292028060,402937150,172979120,75351731.65,82802111.44,107856671.5,131637661.6,283536077.4,127803424.5,2064680994,2086006933,2309981241,1998675366,501870828.6,232679832.5,311699760.3,247842983,129129754.8,86681700.46,737967946.6,535582905.5,960192468.7,87372830
Libya,Africa,LBY,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,317220000,70780000,125980000,-201280000,6200000,-576299999.9,262850000,-451273599.7,-702581652.2,-587736574.4,-1089340260,-744126662.8,-391821735.9,-326630705.6,-16888867.89,119235407.2,-176920553.7,-97633681.29,97982197.05,125166197.3,158911104.6,91903803.11,99093118.92,58152864.2,-72624307.46,-88486065.39,-111721670.8,-67915602.73,-127894074.6,-128069471.5,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,131000000,2509000000,6000000,77000000,394799000,440000000,110000000,275537800,376500000,-487200000,603000000,50000000,-164183330
St. Lucia,North America,LCA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,,,,,,,2998465.391,13000000,20600000,26000000,30900000,38200000,26500000,10000000,12000000,17000000,14518518.52,15000000,16444444.44,26629629.63,44785185.19,57744444.44,40940740.74,34162962.96,32522222.22,32751851.85,18414814.81,47825925.93,83396296.3,83151851.85,96087233.51,104822050.8,99909211.26,163844777.4,121554429.1,115484418.1,288917009.2,202997586.4,195623250.6,134978250.8,174224983.2,97165774.71,117962499.5,125625100.1,67259296.13,152240176.1,161613065.6,89941452.09,45522200.84,75509997.79,99135484.68,108895113.1,32968826.67,138721841.1
Latin America & Caribbean,South America,LCN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,1432016509,1773594311,918606901.3,2245072899,2042157447,3033600991,2112442418,2977422961,3990553333,5284527069,6450100935,8726915556,7001790000,5485151667,5074691797,6438675759,4824695113,5393704913,8582378891,8324614489,6196994940,14681341588,14900304306,19131752315,30533621298,34278933287,49121415145,74979649591,78538145842,1.05E+11,1.25E+11,1.09E+11,60840475810,66361621939,82739984910,1.01E+11,1.12E+11,1.83E+11,2.07E+11,1.35E+11,2.45E+11,2.97E+11,2.92E+11,2.91E+11,2.89E+11,3.07E+11,2.01E+11,2.17E+11,2.18E+11,2.03E+11,1.54E+11,1.90E+11,2.44E+11,2.39E+11
